"StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","LocationLatitude","LocationLongitude","UserLanguage","consent","fav_China","fav_France","fav_Korea","fav_UK","fav_US","fav_Russia","fav_UN","fav_WHO","interest","leader_sup","hawk_dove","priming_1","priming_2","priming_3","priming_4","DV1_G1","DV2_G1","DV3_G1","DV4_G1","DV5_G1","DV6_G1","DV7_G1","DV8_G1","DV9_G1","DV10_G1","DV11_G1","DV12_G1","DV1_G2","DV2_G2","DV3_G2","DV4_G2","DV5_G2","DV6_G2","DV7_G2","DV8_G2","DV9_G2","DV10_G2","DV11_G2","DV12_G2","DV1_G3","DV2_G3","DV3_G3","DV4_G3","DV5_G3","DV6_G3","DV7_G3","DV8_G3","DV9_G3","DV10_G3","DV11_G3","DV12_G3","DV1_G4","DV2_G4","DV3_G4","DV4_G4","DV5_G4","DV6_G4","DV7_G4","DV8_G4","DV9_G4","DV10_G4","DV11_G4","DV12_G4","DV1_G5","DV2_G5","DV3_G5","DV4_G5","DV5_G5","DV6_G5","DV7_G5","DV8_G5","DV9_G5","DV1_G6","DV2_G6","DV3_G6","DV4_G6","DV5_G6","DV6_G6","DV7_G6","DV8_G6","DV9_G6","knowledge","SDO1","SDO2","SDO3","SDO4","SDO5","SDO6","SDO7","SDO8","SDO9","SDO10","SDO11","SDO12","SDO13","SDO14","SDO15","SDO16","check1","check2","liberal","age","gender","education","free_writing"
2021-01-22 01:28:11,2021-01-22 01:32:48,100,277,TRUE,2021-01-22 01:32:49,35.13330078125,136.933288574219,"JA","Agree",11,28,9,30,50,14,8,7,"Some attention","Somewhat Disapprove","Hawk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","Have an impact of decreasing status","Neither","Yes, I think so","No, I do not think so","No, I do not think so","Yes, I think so","Yes, I think so","Among the top 16 to 29% of international society","There must not have been a resolution","5","5","4","5","3","3","4","4","2","2","5","3","3","2","2","3","DF Troops deployment to state B in the Middle East","Neither","8","1971","male","Graduated from a four-year college",NA
2021-01-22 01:29:08,2021-01-22 01:32:50,100,221,TRUE,2021-01-22 01:32:50,34.88330078125,136.933288574219,"JA","Agree",25,50,0,49,50,0,0,0,"Do not know","Do not know","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","Do not have an impact","Neither","Neither","Neither","Neither","Neither","Neither","Do not know","Do not know","Do not have an impact","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","None of the above","Neither","5","1969","male","Two-year college","ない"
2021-01-22 01:32:32,2021-01-22 01:32:51,100,18,TRUE,2021-01-22 01:32:51,35.7662048339844,139.582702636719,"JA","Do not agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-22 01:29:11,2021-01-22 01:32:52,100,220,TRUE,2021-01-22 01:32:53,35.8977966308594,139.84228515625,"JA","Agree",17,46,13,53,48,22,51,40,"Limited attention","Somewhat Disapprove","Dove","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","わからない","Do not know","Have an impact of decreasing status","Neither","Neither","Neither","Neither","Yes, I think so","Neither","Among the top 16 to 29% of international society","Do not know","Have an impact of decreasing status","Among the top 16 to 29% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must not have been a resolution","4","3","2","3","3","3","3","3","4","4","3","4","4","4","4","4","None of the above","Neither","5","1965","male","Graduated from a four-year college","とくにない"
2021-01-22 01:27:28,2021-01-22 01:32:54,100,325,TRUE,2021-01-22 01:32:54,35.0184020996094,137.1044921875,"JA","Agree",9,89,15,90,90,11,62,66,"A lot of attention","Somewhat Disapprove","Do not know",NA,NA,NA,NA,"Support","Have an impact of increasing status","Yes, I think so","Yes, I think so","No, I do not think so","No, I do not think so","No, I do not think so","Yes, I think so","Among the top 16 to 29% of international society","Support","Have an impact of increasing status","Among the top 16 to 29% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","2","2","4","2","5","4","3","3","4","5","4","3","3","4","4","4","SDF continuing troop deployment","UN-led peacekeeping mission","5","1950","male","Graduated from a four-year college","大変、微妙な質問が多かった。"
2021-01-22 01:32:38,2021-01-22 01:32:54,100,15,TRUE,2021-01-22 01:32:55,34.4579925537109,132.612609863281,"JA","Do not agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-22 01:26:36,2021-01-22 01:32:59,100,383,TRUE,2021-01-22 01:33:00,35.8274993896484,139.967803955078,"JA","Agree",5,70,1,70,70,2,20,20,"Some attention","Strongly Disapprove","Do not know","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Support","Have an impact of increasing status","Yes, I think so","Yes, I think so","Neither","Yes, I think so","Yes, I think so","Neither","Among the top 16 to 29% of international society","Do not support","Do not have an impact","Among the top 30 to 49% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must not have been a resolution","3","2","5","4","4","4","4","3","5","5","5","4","5","4","4","4","DF Troops deployment to state B in the Middle East","Neither","5","1965","male","Two-year college","簡単ではない"
2021-01-22 01:26:29,2021-01-22 01:33:00,100,390,TRUE,2021-01-22 01:33:00,33.9163055419922,133.084197998047,"JA",NA,1,49,2,49,65,48,53,69,"Some attention","Somewhat Approve","Do not know","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","少子高齢化が進み❗弱くなる一方だと思う。","Do not support","Do not have an impact","Neither","Neither","Neither","Neither","Yes, I think so","Neither","Among the top 30 to 49% of international society","Do not know","Do not have an impact","Among the top 16 to 29% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","4","3","3","5","5","3","5","4","4","5","3","4","5","3","4","3","SDF continuing troop deployment","UN-led peacekeeping mission","5","1972","female","Two-year college","難しくてくどい"
2021-01-22 01:29:24,2021-01-22 01:33:00,100,215,TRUE,2021-01-22 01:33:00,35.6450958251953,139.699584960938,"JA","Agree",40,51,40,50,51,51,51,51,"Limited attention","Somewhat Disapprove","Dove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Support","Have an impact of increasing status","Yes, I think so","Yes, I think so","Yes, I think so","No, I do not think so","Neither","Neither","Among the top 16 to 29% of international society","Do not know","Do not have an impact","Among the top 6 to 15% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","3","4","5","4","4","4","3","4","4","4","4","4","4","4","4","4","SDF Troops deployment to state B in the Middle East,SDF early withdrawal","US-led peacekeeping mission","8","1978","male","Graduated from a four-year college",NA
2021-01-22 01:28:09,2021-01-22 01:33:00,100,290,TRUE,2021-01-22 01:33:00,35.6900024414062,139.690002441406,"JA","Agree",11,52,62,40,41,36,53,56,"Some attention","Somewhat Disapprove","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","Have an impact of decreasing status","Neither","Neither","Neither","Neither","Yes, I think so","Neither","Do not know","Do not know","4","3","4","3","5","3","4","3","6","5","5","4","6","5","5","4","DF Troops deployment to state B in the Middle East","Neither","7","1985","female","Two-year college",NA
2021-01-22 01:24:54,2021-01-22 01:33:01,100,486,TRUE,2021-01-22 01:33:01,32.1056060791016,131.505615234375,"JA","Agree",0,7,10,0,3,0,0,0,"A lot of attention","Somewhat Disapprove","Hawk","Do not know","Somewhat Agree","Somewhat Agree","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Support","Do not have an impact","Yes, I think so","Yes, I think so","Yes, I think so","Yes, I think so","Yes, I think so","Yes, I think so","Do not know","Do not support","Do not have an impact","Among the top 16 to 29% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","None of the above","Neither","Do not want to answer","After 2000","female","High school","ありません"
2021-01-22 01:28:02,2021-01-22 01:33:02,100,299,TRUE,2021-01-22 01:33:02,35.7026977539062,139.674896240234,"JA","Agree",26,72,1,80,49,26,61,4,"Some attention","Somewhat Approve","Hawk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not support","Have an impact of decreasing status","Yes, I think so","Yes, I think so","Yes, I think so","No, I do not think so","Yes, I think so","Yes, I think so","Among the top 30 to 49% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must have been a resolution","5","5","5","2","2","3","1","2","5","5","5","5","5","5","6","6","DF Troops deployment to state B in the Middle East","UN-led peacekeeping mission","8","1979","male","Two-year college","特にない"
2021-01-22 01:26:59,2021-01-22 01:33:03,100,363,TRUE,2021-01-22 01:33:03,35.6900024414062,139.690002441406,"JA","Agree",51,87,60,56,50,50,60,50,"Limited attention","Do not know","Do not know",NA,NA,NA,NA,"Do not know","Do not have an impact","Neither","No, I do not think so","No, I do not think so","Yes, I think so","Yes, I think so","No, I do not think so","Below 50% of international society","Do not support","Have an impact of decreasing status","Below 50% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","4","4","2","4","3","1","1","1","7","7","7","7","7","6","7","7","None of the above","Neither","4","1992","female","Graduated from a four-year college",NA
2021-01-22 01:29:25,2021-01-22 01:33:03,100,217,TRUE,2021-01-22 01:33:03,35.7785034179688,139.951690673828,"JA","Agree",23,53,45,57,54,42,53,75,"Some attention","Somewhat Disapprove","Hawk","Strongly Disagree","Somewhat Agree","Do not know","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","Do not have an impact","Neither","Neither","Neither","Neither","Neither","Neither","Do not know","Do not know","Do not have an impact","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","SDF continuing troop deployment","UN-led peacekeeping mission","5","1957","male","Two-year college",NA
2021-01-22 01:23:35,2021-01-22 01:33:06,100,570,TRUE,2021-01-22 01:33:06,35.7050018310547,139.749603271484,"JA","Agree",15,76,45,72,83,20,65,13,"A lot of attention","Strongly Disapprove","Dove","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","日本の地位は低くなる。",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not support","Do not have an impact","Neither","Neither","No, I do not think so","Yes, I think so","Yes, I think so","No, I do not think so","Among the top 30 to 49% of international society","Do not support","Do not have an impact","Among the top 30 to 49% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must not have been a resolution","2","2","2","2","2","2","2","2","6","7","6","6","6","6","6","6","DF Troops deployment to state B in the Middle East","US-led peacekeeping mission","3","1948","male","Graduated from a four-year college","もう少し率直に質問すべき。"
2021-01-22 01:30:26,2021-01-22 01:33:10,100,164,TRUE,2021-01-22 01:33:11,35.6468048095703,139.654602050781,"JA","Agree",0,0,0,0,0,0,0,0,"No attention","Somewhat Disapprove","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","Do not have an impact","Neither","Neither","Neither","Neither","Neither","Neither","Do not know","Do not know","Do not have an impact","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","1","1","1","1","1","2","7","4","4","4","6","3","5","4","5","5","None of the above","Neither","5","1982","female","Two-year college","なし"
2021-01-22 01:32:57,2021-01-22 01:33:15,100,17,TRUE,2021-01-22 01:33:15,35.6849975585938,139.751403808594,"JA","Do not agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-22 01:27:54,2021-01-22 01:33:16,100,321,TRUE,2021-01-22 01:33:16,35.7138061523438,139.795288085938,"JA","Agree",5,62,11,69,64,2,45,48,"A lot of attention","Strongly Disapprove","Do not know","Strongly Disagree","Somewhat Disagree","Strongly Agree","今の自民党の無能な政治家を見ていると、低くなると思います",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not support","Do not have an impact","Neither","Neither","Neither","Neither","Yes, I think so","No, I do not think so","Among the top 30 to 49% of international society","Do not support","Do not have an impact","Among the top 30 to 49% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must not have been a resolution","1","2","2","2","7","2","6","4","4","4","4","4","4","4","4","4","DF Troops deployment to state B in the Middle East","UN-led peacekeeping mission","4","1974","male","Graduated from a graduate school","日本の無能な政治家達を何とかしてほしい"
2021-01-22 01:24:45,2021-01-22 01:33:16,100,511,TRUE,2021-01-22 01:33:16,36.4232025146484,139.476287841797,"JA","Agree",2,70,1,90,91,1,54,28,"A lot of attention","Somewhat Approve","Dove","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","リーダーがころころ変わりそうなので、国際的な地位は低くなる。",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Support","Have an impact of increasing status","Yes, I think so","Yes, I think so","Neither","Yes, I think so","Yes, I think so","Yes, I think so","Among the top 30 to 49% of international society","Support","Have an impact of increasing status","Among the top 30 to 49% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must have been a resolution","5","4","5","5","6","5","5","6","6","5","5","6","6","5","5","6","SDF continuing troop deployment","US-led peacekeeping mission","7","1965","male","Graduated from a four-year college","なし"
2021-01-22 01:30:29,2021-01-22 01:33:21,100,171,TRUE,2021-01-22 01:33:21,33.1269989013672,131.802490234375,"JA","Agree",8,6,7,5,10,8,9,5,"A lot of attention","Strongly Approve","Do not know","Strongly Agree","Strongly Agree","Strongly Agree","高まると思う",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","Have an impact of increasing status","Yes, I think so","Neither","Neither","Yes, I think so","Neither","Neither","Among the top 5% of international society","There must have been a resolution","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","DF Troops deployment to state B in the Middle East","UN-led peacekeeping mission","Do not want to answer","1960","Do not want to answer","Elementary school or Junior high school","ない"
2021-01-22 01:24:35,2021-01-22 01:33:21,100,526,TRUE,2021-01-22 01:33:21,34.6822967529297,135.510498046875,"JA","Agree",26,42,32,52,51,24,43,27,"Some attention","Strongly Disapprove","Dove","Somewhat Agree","Strongly Disagree","Somewhat Disagree","人口減少により、低くなると思う。",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not support","Do not have an impact","Neither","Neither","No, I do not think so","Neither","Yes, I think so","No, I do not think so","Among the top 6 to 15% of international society","Support","Do not have an impact","Among the top 6 to 15% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must have been a resolution","1","2","4","4","5","4","3","5","3","3","3","3","3","3","5","5","SDF Troops deployment to state B in the Middle East,SDF early withdrawal","UN-led peacekeeping mission","4","1948","male","Graduated from a four-year college","特になし。"
2021-01-22 01:29:58,2021-01-22 01:33:22,100,203,TRUE,2021-01-22 01:33:22,34.7115020751953,135.554412841797,"JA","Agree",14,45,15,48,27,20,45,44,"Limited attention","Somewhat Disapprove","Do not know","Somewhat Agree","Do not know","Somewhat Disagree","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","Have an impact of decreasing status","No, I do not think so","No, I do not think so","No, I do not think so","No, I do not think so","No, I do not think so","No, I do not think so","Do not know","Do not know","Do not have an impact","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","4","3","3","2","4","4","3","3","5","5","4","4","5","4","4","5","None of the above","Neither","4","1978","male","Graduated from a four-year college","わからない"
2021-01-22 01:28:50,2021-01-22 01:33:22,100,271,TRUE,2021-01-22 01:33:22,34.3166961669922,132.566711425781,"JA","Agree",38,15,19,27,11,14,31,7,"Limited attention","Somewhat Disapprove","Do not know","Somewhat Disagree","Somewhat Agree","Somewhat Agree","変わらない","Do not support","Do not have an impact","Neither","Neither","Neither","Neither","Neither","Yes, I think so","Among the top 6 to 15% of international society","Support","Do not have an impact","Among the top 6 to 15% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must have been a resolution","3","4","3","2","4","4","3","4","3","2","4","3","4","3","6","5","DF Troops deployment to state B in the Middle East","US-led peacekeeping mission","5","1980","female","Two-year college","簡単にできたから良かった"
2021-01-22 01:30:36,2021-01-22 01:33:22,100,166,TRUE,2021-01-22 01:33:22,35.6900024414062,139.690002441406,"JA","Agree",95,63,75,72,62,67,100,82,"A lot of attention","Do not know","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not support","Have an impact of decreasing status","Yes, I think so","No, I do not think so","Neither","Yes, I think so","Neither","No, I do not think so","Do not know","Do not want to answer","Have an impact of decreasing status","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must have been a resolution","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","None of the above","Neither","1","After 2000","Do not want to answer","Elementary school or Junior high school",NA
2021-01-22 01:25:51,2021-01-22 01:33:23,100,452,TRUE,2021-01-22 01:33:23,34.9922027587891,135.920501708984,"JA","Agree",0,28,0,40,38,7,0,1,"Some attention","Somewhat Approve","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Support","Do not have an impact","Neither","Yes, I think so","Yes, I think so","No, I do not think so","Yes, I think so","Neither","Among the top 16 to 29% of international society","Do not know","Have an impact of decreasing status","Among the top 6 to 15% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","3","3","5","4","7","3","3","4","4","4","5","4","5","3","2","5","SDF Troops deployment to state B in the Middle East,SDF early withdrawal","UN-led peacekeeping mission","5","1973","female","Graduated from a four-year college","国際協力については非常に難しい問題だと思う"
2021-01-22 01:27:44,2021-01-22 01:33:23,100,339,TRUE,2021-01-22 01:33:23,35.7671051025391,139.821411132812,"JA","Agree",1,10,16,6,9,2,3,2,"Some attention","Strongly Disapprove","Hawk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not support","Do not have an impact","No, I do not think so","Neither","No, I do not think so","No, I do not think so","No, I do not think so","Neither","Among the top 16 to 29% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must not have been a resolution","2","2","6","5","6","4","5","5","5","6","5","6","5","3","5","7","DF Troops deployment to state B in the Middle East","US-led peacekeeping mission","7","1977","female","Graduated from a four-year college","ながい
"
2021-01-22 01:30:51,2021-01-22 01:33:24,100,152,TRUE,2021-01-22 01:33:24,35.6900024414062,139.690002441406,"JA","Agree",1,1,1,5,1,1,1,100,"A lot of attention","Strongly Disapprove","Hawk",NA,NA,NA,NA,"Do not support","Have an impact of decreasing status","No, I do not think so","No, I do not think so","No, I do not think so","No, I do not think so","No, I do not think so","No, I do not think so","Among the top 30 to 49% of international society","Do not support","Have an impact of decreasing status","Below 50% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must not have been a resolution","1","7","7","7","4","4","7","7","1","1","1","1","1","1","1","6","DF Troops deployment to state B in the Middle East","UN-led peacekeeping mission","7","1979","male","Graduated from a graduate school","ない"
2021-01-22 01:24:02,2021-01-22 01:33:25,100,562,TRUE,2021-01-22 01:33:25,34.845703125,135.797607421875,"JA","Agree",0,63,0,64,91,0,64,0,"Limited attention","Do not know","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","Do not have an impact","Neither","Neither","Neither","Neither","Neither","Neither","Among the top 16 to 29% of international society","Support","Do not have an impact","Among the top 16 to 29% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","1","1","4","1","4","1","1","1","7","7","7","6","6","4","4","6","None of the above","Neither","5","1960","male","Two-year college","得なし"
